1, 0.000000
2, 98.633333
3, 131.866667
4, 431.300000
5, 699.966667
6, 833.433333
7, 1000.366667
8, 1000.566667
9, 1001.033333
10, 1166.800000
11, 1499.433333
12, 1766.733333
13, 1967.000000
14, 2001.133333
15, 2000.966667
16, 2267.200000
17, 2468.166667
18, 3501.833333
19, 2900.833333
20, 3001.833333
21, 3069.266667
22, 3434.333333
23, 3568.300000
24, 3733.966667
25, 3935.833333
26, 3934.400000
27, 4003.133333
28, 4502.733333
29, 4834.766667
30, 4901.533333
31, 5170.200000
32, 4869.733333
33, 5001.566667
34, 5007.933333
35, 5303.533333
36, 6437.700000
37, 6437.866667
38, 5936.433333
39, 6003.766667
40, 6170.633333
41, 6437.633333
42, 6604.300000
43, 7203.833333
44, 7003.966667
45, 7003.966667
46, 7404.900000
47, 7304.433333
48, 7305.000000
49, 7738.033333
50, 7937.400000
51, 7971.500000
52, 8038.566667
53, 8104.933333
54, 8372.100000
55, 8505.366667
56, 8838.900000
57, 8905.700000
58, 9005.866667
59, 9105.833333
60, 9738.866667
61, 9672.566667
62, 9839.433333
63, 10005.800000
64, 10005.666667
65, 10340.466667
66, 10339.633333
67, 11306.333333
68, 11406.533333
69, 11473.633333
70, 11541.033333
71, 11574.500000
72, 11741.366667
73, 12308.800000
74, 11773.566667
75, 11974.466667
76, 12006.966667
77, 12341.133333
78, 12808.133333
79, 13442.766667
80, 13074.500000
81, 12976.500000
82, 13542.266667
83, 13142.233333
84, 13175.166667
85, 13342.733333
86, 13641.966667
87, 13941.633333
88, 13942.300000
89, 14043.200000
90, 14309.866667
91, 14376.500000
92, 14609.200000
93, 14843.433333
94, 14876.433333
95, 15010.300000
96, 15377.266667
97, 15409.633333
98, 15809.166667
99, 15875.666667
100, 15977.700000
101, 16278.300000
102, 16411.333333
103, 16544.133333
104, 16711.433333
105, 16776.433333
106, 16978.333333
107, 17177.633333
108, 17177.433333
109, 17478.133333
110, 17411.866667
111, 17711.833333
112, 17978.400000
113, 17978.666667
114, 18244.666667
115, 18245.833333
116, 18578.966667
117, 22048.800000
118, 20046.800000
119, 20080.800000
120, 19612.333333
121, 19679.700000
122, 19746.966667
123, 19779.300000
124, 19879.966667
125, 19880.066667
126, 20646.300000
127, 20711.866667
128, 20980.033333
129, 21280.766667
130, 21114.133333
131, 21314.400000
132, 21681.066667
133, 21982.066667
134, 21748.600000
135, 22415.866667
136, 25818.133333
137, 26585.466667
138, 23750.133333
139, 23682.733333
140, 24551.566667
141, 24249.800000
142, 24414.966667
143, 24283.033333
144, 24884.333333
145, 23816.300000
146, 23714.766667
147, 24215.866667
148, 26518.733333
149, 24250.466667
150, 24116.966667
151, 25183.666667
152, 26552.000000
153, 24716.833333
154, 25082.966667
155, 25450.566667
156, 25117.633333
157, 25348.166667
158, 25516.466667
159, 25650.366667
160, 25817.133333
161, 25817.000000
162, 26118.966667
163, 26251.100000
164, 29086.733333
165, 26718.133333
166, 26818.466667
167, 26918.666667
168, 27285.066667
169, 27417.333333
170, 32656.366667
171, 34491.033333
172, 33376.933333
173, 32956.933333
174, 35391.733333
175, 29186.433333
176, 29252.733333
177, 28954.033333
178, 28886.300000
179, 29452.266667
180, 30890.000000
181, 29987.966667
182, 29888.166667
183, 30054.666667
184, 30253.300000
185, 30419.266667
186, 30619.300000
187, 30551.833333
188, 30487.633333
189, 30654.100000
190, 31255.400000
191, 31455.100000
192, 31588.300000
193, 31622.200000
194, 31687.833333
195, 31989.066667
196, 33056.700000
197, 32420.966667
198, 32189.366667
199, 32255.600000
200, 32520.800000
201, 32554.000000
202, 32756.166667
203, 33623.300000
204, 33189.433333
205, 33488.933333
206, 33556.966667
207, 33624.200000
208, 34156.533333
209, 35724.566667
210, 34224.033333
211, 35158.933333
212, 34922.400000
213, 35024.666667
214, 36957.233333
215, 39728.133333
216, 36992.866667
217, 35391.600000
218, 35424.666667
219, 35691.066667
220, 35957.966667
221, 35891.900000
222, 36190.766667
223, 36124.666667
224, 36589.000000
225, 36392.100000
226, 36724.566667
227, 36790.666667
228, 36991.600000
229, 36991.500000
230, 37258.966667
231, 37591.200000
232, 37626.900000
233, 37958.866667
234, 38158.233333
235, 38257.566667
236, 38392.833333
237, 38525.566667
238, 38761.500000
239, 38860.300000
240, 38860.466667
241, 39260.100000
242, 39326.400000
243, 39561.266667
244, 39661.366667
245, 39926.400000
246, 39861.333333
247, 39961.733333
248, 40392.466667
249, 42863.666667
250, 43097.766667
251, 43163.366667
252, 44430.766667
253, 43897.600000
254, 44397.300000
255, 46165.066667
256, 46432.833333
257, 47433.700000
258, 46899.866667
259, 47567.133333
260, 47534.233333
261, 47166.900000
262, 49368.133333
263, 46366.000000
264, 45899.200000
265, 44564.266667
266, 44464.000000
267, 43697.333333
268, 44195.033333
269, 44197.800000
270, 44296.766667
271, 44496.800000
272, 44563.466667
273, 44797.066667
274, 45031.100000
275, 44964.366667
276, 45198.533333
277, 45397.166667
278, 45596.266667
279, 45332.500000
280, 45564.166667
281, 45897.733333
282, 45932.366667
283, 46097.933333
284, 46330.566667
285, 46564.466667
286, 46598.100000
287, 46698.366667
288, 46833.233333
289, 46898.500000
290, 47499.133333
291, 47399.200000
292, 47633.566667
293, 47798.733333
294, 48099.200000
295, 48199.566667
296, 48431.433333
297, 48597.033333
298, 48768.166667
299, 48933.666667
300, 50302.366667
